﻿Nom du festival;Région principale de déroulement;Département principal de déroulement;Commune principale de déroulement;Code postal;Site internet du festival;Adresse e-mail;Décennie de création du festival;Année de création du festival;Discipline dominante;Période principale de déroulement du festival;Géocodage xy
La Ferme se met en mouvement;Bourgogne-Franche-Comté;Saône-et-Loire;Châtenoy-le-Royal;71118;;ferme.corcelle@free.fr;2010 et après;2014;Arts visuels, arts numériques;Après-saison (6 septembre - 31 décembre);46.788588171, 4.8058563943
Le Dormantastique;Grand Est;Marne;Dormans;51217;www.ledormantastique.fr;ledormantastique@gmail.com;2010 et après;2014;Livre, littérature;Saison (21 juin - 5 septembre);49.062193047, 3.6454130311
Montmeyan en poésie;Provence-Alpes-Côte d'Azur;Var;Montmeyan;83084;;richardrf@hotmail.fr;2010 et après;2014;Livre, littérature;Saison (21 juin - 5 septembre);43.6482569436, 6.06124619134
La Pile d'Assiettes;Bretagne;Finistère;Plougasnou;29188;;Louis.bouchardeau@gmail.com;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);48.6775667227, -3.8123079305
La Note et les PLanches;Centre-Val de Loire;Cher;Saint-Florent-sur-Cher;18207;https://www.ville-saint-florent-sur-cher.fr/;centrearagon@villesaintflorentsurcher;2010 et après;2014;Spectacle vivant;Après-saison (6 septembre - 31 décembre);46.9913946761, 2.25409311039
Les Rencontres du film d'art;Occitanie;Haute-Garonne;Saint-Gaudens;31483;www.lesrencontresdufilmdart.com;rfa.cinema@gmail.com;2010 et après;2014;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);43.1199260811, 0.726613564199
Les nuits de Saint-Sauveur;Bourgogne-Franche-Comté;Yonne;Saint-Sauveur-en-Puisaye;89368;http://www.lesnuitsdesaintsauveur.fr/contact/;;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);47.6390792978, 3.20437842755
En Plein Arts;Nouvelle-Aquitaine;Gironde;Talence;33522;fr-fr.facebook.com/enpleinarts/;info@talence.fr;2010 et après;2014;Spectacle vivant;Saison (21 juin - 5 septembre);44.8060817507, -0.591124592873
Légendes de Normandie;Normandie;Orne;Alençon;61001;https://legendesdenormandie.com/;info@legendesdenormandie.com;2010 et après;2014;Arts visuels, arts numériques;Après-saison (6 septembre - 31 décembre);48.4318193082, 0.0915406916107
Biennale d’art sacré;Bourgogne-Franche-Comté;Saône-et-Loire;Autun;71014;;chapelledes7dormants@gmail.com;2010 et après;2014;Pluridisciplinaire;Saison (21 juin - 5 septembre);46.945536773, 4.31060069532
Festival de la BD de Civrieux d'Azergues;Auvergne-Rhône-Alpes;Rhône;Civrieux d’Azergues;69059;http://opalebd.com/festivals/details/852;;2010 et après;2014;Livre, littérature;Avant-saison (1er janvier - 20 juin);45.854953276, 4.71130995652
Les beaux dimanches du Mont-Noir;Hauts-de-France;Nord;Hazebrouck;59295;https://www.csehazebrouck.fr/agenda/les-beaux-dimanches-du-mont-noir/;laurence@csehazebrouck.fr;2010 et après;2014;Spectacle vivant;Après-saison (6 septembre - 31 décembre);50.7262967113, 2.53864301455
Culturissimo;Hauts-de-France;Nord;Lille;59350;;;2010 et après;2014;Musique;Avant-saison (1er janvier - 20 juin);50.6317183168, 3.04783272312
Festoch' Viens Chercher Bonheur;Pays de la Loire;Maine-et-Loire;Meigne-le-Vicomte;49228;www.vienschercherbonheur.com;contact@vienschercherbonheur.com;2010 et après;2014;Musique;Après-saison (6 septembre - 31 décembre);47.5070164198, 0.109706678066
Handifférence;Occitanie;Haute-Garonne;Toulouse;31555;artivity.org;artivity@gmail.com;2010 et après;2014;Musique;Avant-saison (1er janvier - 20 juin);43.5963814303, 1.43167293364
Les nuits de la villa;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Carros;6033;www.ville-carros.fr;culture@ville-carros.fr;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);43.7850390592, 7.18414159904
Beaulieu classic festival;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Beaulieu-sur-Mer;6011;www.beaulieuclassicfestival.com;chrys.couturier@outlook.com;2010 et après;2014;Musique;Après-saison (6 septembre - 31 décembre);43.7079039397, 7.33256934881
ViniBD et festival bandes dessinées & Jeunesse;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;21231;https://www.labandeadhoc.fr;pafauchard17@orange.fr;2010 et après;2014;Livre, littérature;Avant-saison (1er janvier - 20 juin);47.3229437965, 5.03788805877
Illustr'action;Auvergne-Rhône-Alpes;Ardèche;Alboussière;7007;https://www.letrouillet.com/event/festival-illustraction/;;2010 et après;2014;Arts visuels, arts numériques;Après-saison (6 septembre - 31 décembre);44.9397584607, 4.73413213329
Soyons sport !;Auvergne-Rhône-Alpes;Métropole de Lyon;Lyon;69123;https://www.institut-lumiere.org/actualit%C3%A9s/soyons-sport.html;;2010 et après;2014;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);46.1234461797, 4.4024348545
Du bitume et des plumes;Bourgogne-Franche-Comté;Doubs;Besançon;25056;https://festivalbitumeplumes.fr/;festival.tarragnoz@gmail.com;2010 et après;2014;Pluridisciplinaire;Après-saison (6 septembre - 31 décembre);47.2553872249, 6.01948696494
Cap sur le rire;Corse;Haute-Corse;Brando;2B043;https://www.facebook.com/festivalerbalunga;Capsurlerire@gmail.com;2010 et après;2014;Spectacle vivant;Saison (21 juin - 5 septembre);42.7792996993, 9.45029993821
Festival du conte des collines de l'Hermitage;Auvergne-Rhône-Alpes;Drôme;Chanos curson;26071;https://www.famillesrurales.org/chanos-curson-colline-de-l-hermitage/;cloisirs.chanos@orange.Fr;2010 et après;2014;Livre, littérature;Avant-saison (1er janvier - 20 juin);45.0572285587, 4.91832006545
Berry Lait;Centre-Val de Loire;Indre;Châteauroux;36044;http://festival-berry-lait.fr/;;2010 et après;2014;Musique;Avant-saison (1er janvier - 20 juin);46.8029617828, 1.69399812001
A Cup of Blues;Pays de la Loire;Maine-et-Loire;Cholet;49099;http://www.jardindeverre.fr/a-cup-of-blues/;;2010 et après;2014;Musique;Avant-saison (1er janvier - 20 juin);47.0454402992, -0.877886189605
Ciné Friendly;Normandie;Seine-Maritime;Rouen;76540;https://www.facebook.com/CineFriendly;pixm.normandie@gmail.com;2010 et après;2014;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);49.4413460103, 1.09256784278
Salon du polar;Provence-Alpes-Côte d'Azur;Var;Bormes-Les-Mimosas;83019;Salondupolar83.wixsite.Com/sdp83;salondupolar83@yahoo.com;2010 et après;2014;Livre, littérature;Avant-saison (1er janvier - 20 juin);43.1622722101, 6.34956987347
Cinéma d'Automne;Occitanie;Aude;Castelnaudary;11076;http://cinemadautomne.fr/;contact@cinemadautomne.fr;2010 et après;2014;Cinéma, audiovisuel;Saison (21 juin - 5 septembre);43.3230173159, 1.96073752488
Salon du polar de Fleurance;Occitanie;Gers;Fleurance;32132;https://www.facebook.com/salondupolarethistoiresdepolice;pierre.leoutre@gmail.com;2010 et après;2014;Livre, littérature;Après-saison (6 septembre - 31 décembre);43.8402794076, 0.64245586546
Quinzaine de l'image;Occitanie;Hautes-Pyrénées;Maubourguet;65304;https://lejournaldugers.fr/article/53518-la-quinzaine-de-limage-est-intronisee-pour-2022;association@peleyre.fr;2010 et après;2014;Arts visuels, arts numériques;Saison (21 juin - 5 septembre);43.4688561646, 0.044250933589
Poët-Laval jazz/S;Auvergne-Rhône-Alpes;Drôme;Le Poët-laval;26243;https://www.jazzpoet.fr/;;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);44.5259749457, 5.00162993339
Accordéons Pluriels;Occitanie;Hérault;Montpellier;34172;https://montpellieraccordeon.wixsite.com/accordeonpluriel;contact@montpellier-accordeon.fr;2010 et après;2014;Musique;Après-saison (6 septembre - 31 décembre);43.6134409138, 3.86851657896
Festival international de commedia dell'arte de Nice;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Nice;6088;www.commedia-nice.com;fredericrey@lasemeuse.asso.fr;2010 et après;2014;Spectacle vivant;Saison (21 juin - 5 septembre);43.7119992661, 7.23826889465
Nwel Kakado;Guadeloupe;Guadeloupe;Vieux-Habitants;97134;;service.dvptvx-habitants@laposte.net;De 1990 à 1999;2014;Pluridisciplinaire;;16.0870945547, -61.7257229749
L'Agit'al Sol;Occitanie;Aude;Villegly;11426;http://musicalsol.fr/;infos@musicalsol.fr;2010 et après;2014;Musique;Avant-saison (1er janvier - 20 juin);43.2930208254, 2.43699100253
Expose tes idées, filme et projette;Hauts-de-France;Oise;Beauvais;60057;http://courtmetragefrancasdejeps.magix.net/;jdeprecq.francas@orange.fr;2010 et après;2014;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);49.4365523321, 2.08616123661
La cour aux ados;Auvergne-Rhône-Alpes;Puy-de-Dôme;Clermont-Ferrand;63113;https://www.theatredupelican.eu/;contact@theatredupelican.fr;2010 et après;2014;Spectacle vivant;Avant-saison (1er janvier - 20 juin);45.7856492991, 3.11554542903
PULP Festival;Île-de-France;Seine-et-Marne;Noisiel;77337;lafermedubuisson.com;contact@lafermedubuisson.com;2010 et après;2014;Livre, littérature;Avant-saison (1er janvier - 20 juin);48.8460926469, 2.61997100426
Fourchettes soniques;Centre-Val de Loire;Indre-et-Loire;Tours;37261;http://www.fourchettes-soniques.com;;2010 et après;2014;Musique;Avant-saison (1er janvier - 20 juin);47.3986382281, 0.696526376417
Fgreen est;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;84007;https://www.facebook.com/greenfestival84;teddy@inoove.fr;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);43.9352448339, 4.84071572505
Chamb'Art'Dement;Hauts-de-France;Oise;Chambly;60139;https://www.ville-chambly.fr/que-faire-chambly/chambly-la-festive/les-autres-festivites-municipales/le-festival-chambartdement;01.39.37.44.00;2010 et après;2014;Spectacle vivant;Après-saison (6 septembre - 31 décembre);49.1718103651, 2.24657019692
Fêtes Le Pont;Nouvelle-Aquitaine;Charente-Maritime;La Rochelle;17300;http://www.cnarsurlepont.fr;communication@cnarsurlepont.fr;2010 et après;2014;Spectacle vivant;Avant-saison (1er janvier - 20 juin);46.1620643972, -1.17465702836
Festival Clapotis;Occitanie;Hérault;Le Pouget;34210;www.festivalclapotis.com;infos.clapotis@gmail.com;2010 et après;2014;Spectacle vivant;Après-saison (6 septembre - 31 décembre);43.5925476738, 3.51727150563
Les P'tits se réveillent;Nouvelle-Aquitaine;Charente-Maritime;Saint-Martin-de-Ré;17369;http://www.cc-iledere.fr/;accueil@cc-iledere.fr;2010 et après;2014;Spectacle vivant;Avant-saison (1er janvier - 20 juin);46.1990908569, -1.36683779933
Green fest;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;84007;https://www.inooveproduction.fr;teddy@inoove.fr;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);43.9352448339, 4.84071572505
Les Jeudis des Jardins de L'océan;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Biarritz;64122;http://www.biarritz-evenement.fr/;contact@biarritz-evenement.fr;2010 et après;2014;Spectacle vivant;Saison (21 juin - 5 septembre);43.4695847227, -1.55309857519
Mars Ça Tape;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Billère;64129;http://www.ampli.asso.fr;contact@ampli.asso.fr;2010 et après;2014;Musique;Avant-saison (1er janvier - 20 juin);43.3045259937, -0.393492580041
C'mouvoir;Auvergne-Rhône-Alpes;Cantal;Champs-sur-Tarentaine-Marchal;15038;www.festivalcmouvoir.com;cmouvoir@gmail.com;2010 et après;2014;Pluridisciplinaire;Saison (21 juin - 5 septembre);45.4040107728, 2.60404165506
L'Effet Mode;Bretagne;Côtes-d'Armor;Châtelaudren-Plouagat;22206;www.petit-echo-mode.fr;lpem@leffarmor.fr;2010 et après;2014;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);48.5303656854, -2.98952865818
Art Trans' Fabrik;Occitanie;Hérault;Combaillaux;34082;https://arts-fabrik.fr/;artsfabrik@gmail.com;2010 et après;2014;Spectacle vivant;Après-saison (6 septembre - 31 décembre);43.6724651023, 3.77949432527
Dansons;Nouvelle-Aquitaine;Gironde;Gradignan;33192;www.t4saisons.com;mairie@ville-gradignan.fr;2010 et après;2014;Spectacle vivant;Avant-saison (1er janvier - 20 juin);44.7709411201, -0.616137682116
Merci, bonsoir !;Auvergne-Rhône-Alpes;Isère;Grenoble;38185;http://mixarts.org/association/evenement/du-14-au-18-09-festival-merci-bonsoir-6bis/;communication@mixarts.org;2010 et après;2014;Spectacle vivant;Après-saison (6 septembre - 31 décembre);45.1821215167, 5.72133051752
Festival Monta'music;Nouvelle-Aquitaine;Vienne;Montamisé;86163;http://www.montamusic.fr/;festivalmontamusic@gmail.com;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);46.6285498081, 0.434064496857
Alhambra Festival;Occitanie;Hérault;Paulhan;34194;https://www.paulhan.fr/l-alhambra-festi_fr.html;;2010 et après;2014;Pluridisciplinaire;Saison (21 juin - 5 septembre);43.5382461437, 3.45878001705
Salon du Livre de Saint-Doulchard;Centre-Val de Loire;Cher;Saint-Doulchard;18205;pas de site;https://fr-fr.facebook.com/magasinculturasaintdoulchard/;2010 et après;2014;Livre, littérature;Après-saison (6 septembre - 31 décembre);47.1109300599, 2.35703710189
Festival Eva Ganizate;Centre-Val de Loire;Indre;Saint-Benoit-du-Sault;36182;www.festival-evaganizate.com;admin.pmeg@cmculture.com;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);46.4476641903, 1.39936861789
Les briques rouges;Hauts-de-France;Nord;Wervicq-Sud;59656;Lesbriquesrouges.fr;contact@lesbriquesrouges.fr;2010 et après;2014;Musique;Après-saison (6 septembre - 31 décembre);50.7620461406, 3.05089776037
Biennale de Barcelonnette;Provence-Alpes-Côte d'Azur;Alpes-de-Haute-Provence;Barcelonnette;4019;www.barcelonnette.com;info@barcelonnette.com;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);44.3785614205, 6.65215089713
Fête du Jau;Pays de la Loire;Maine-et-Loire;Mûrs-Erigné;49223;http://www.murs-erigne.fr/index.php?id=709;;2010 et après;2014;Musique;Avant-saison (1er janvier - 20 juin);47.3952383531, -0.553551118702
Celt en Oc;Occitanie;Ariège;Montaut;9199;https://festivalceltenoc.wixsite.com/festivalceltenoc;celtenoc@gmail.com;2010 et après;2014;Musique;Avant-saison (1er janvier - 20 juin);43.186244822, 1.65640135229
Le festival des pavés;Auvergne-Rhône-Alpes;Métropole de Lyon;Lyon;69123;http://www.artis-mbc.fr/;contact (at) lafanfaredespaves.com/fanfaredespaves (at) gmail.com;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);46.06919296, 4.31204805595
Blues Berry;Centre-Val de Loire;Indre;Ambrault;36003;http://associationbluesberry.weebly.com/;;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);46.7837338524, 1.94971417939
Festival de Musique Sacrée de Coutances;Normandie;Manche;Coutances;50147;http://cathedralecoutances.free.fr/VieAssociation.htm;amiscathedralecoutances@gmail.com;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);49.0566189539, -1.44345003609
Salon du livre de la Baume-Cornillane;Auvergne-Rhône-Alpes;Drôme;La Baume-Cornillane;26032;https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2070;;2010 et après;2014;Livre, littérature;Après-saison (6 septembre - 31 décembre);44.8296348413, 5.04790034542
Les nuits des bibliothèques;Hauts-de-France;Nord;Lille;59350;https://asuivre.lillemetropole.fr/;cvoogt@lillemetropole.fr;2010 et après;2014;Livre, littérature;Après-saison (6 septembre - 31 décembre);50.6317183168, 3.04783272312
Festival Anako du Film Ethnographique de Loudun;Nouvelle-Aquitaine;Vienne;Loudun;86137;www.fondation-anako.org;anakofondation@gmail.com;2010 et après;2014;Cinéma, audiovisuel;Saison (21 juin - 5 septembre);47.0098072856, 0.0990443124673
Les rencontres documentaires Des Histoires;Bretagne;Ille-et-Vilaine;Rennes;35238;https://www.comptoirdudoc.org/programmations/des-histoires;comptoir@comptoirdudoc.org;2010 et après;2014;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);48.1119791219, -1.68186449144
Pucelle;Centre-Val de Loire;Indre-et-Loire;Sainte-Catherine-de-Fierbois;37212;www.festivaldelapucelle.fr;;2010 et après;2014;Musique;Après-saison (6 septembre - 31 décembre);47.1566893573, 0.676679379745
Festival Africlap;Occitanie;Haute-Garonne;Toulouse;31555;www.africlap.fr;contact@africlap.fr;2010 et après;2014;Pluridisciplinaire;Saison (21 juin - 5 septembre);43.5963814303, 1.43167293364
Les P'tites Biques;Bretagne;Morbihan;Tréffléan;56255;;infranomade@gmail.com;2010 et après;2014;Spectacle vivant;Avant-saison (1er janvier - 20 juin);47.6781213314, -2.62203549701
Fête du livre de Cras-Morette-Poliénas;Auvergne-Rhône-Alpes;Isère;Cras;38137;https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/1718;;2010 et après;2014;Livre, littérature;Avant-saison (1er janvier - 20 juin);45.272146184, 5.43899099093
Fête du travailleur alpin;Auvergne-Rhône-Alpes;Isère;Fontaine;38169;https://fete.travailleur-alpin.fr/;;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);45.1930502486, 5.67763066542
Les Roches d'Orgères;Pays de la Loire;Mayenne;Lignières-Orgères;53133;http://lesrochesdorgeres.fr/;rochesevents@gmail.com;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);48.5288919372, -0.212232237721
Festival Mômes ô cœur;Occitanie;Lozère;Mende;48095;https://www.cie-du-lezard.com/festival-momes-o-coeur;momesocoeur@yahoo.com;2010 et après;2014;Spectacle vivant;Après-saison (6 septembre - 31 décembre);44.5294508592, 3.48086881176
Festival A La RUE!;Centre-Val de Loire;Cher;Menetou-Salon;18145;https://www.carroi-alarue.fr/;contact@lecarroi.fr;2010 et après;2014;Spectacle vivant;Saison (21 juin - 5 septembre);47.241732115, 2.49021091816
Pitchouns Festival Jeune Public;Nouvelle-Aquitaine;Landes;Pontonx-sur-l'Adour;40230;https://arenespontonx.wixsite.com/pitchounsfestival;mairie.pontonx@pontonx.fr;2010 et après;2014;Spectacle vivant;Après-saison (6 septembre - 31 décembre);43.7980252651, -0.940526888731
Les Arts en balade;Occitanie;Haute-Garonne;Toulouse;31555;https://lesartsenbaladeatoulouse.org/;;2010 et après;2014;Arts visuels, arts numériques;Après-saison (6 septembre - 31 décembre);43.5963814303, 1.43167293364
Chablis Bouge ton cru;Bourgogne-Franche-Comté;Yonne;Chablis;89068;www.chablis-bouge-son-cru.fr/;;2010 et après;2014;Musique;Saison (21 juin - 5 septembre);47.8075995199, 3.79091424228
Festival de la Voix de Châteauroux;Centre-Val de Loire;Indre;Châteauroux;36044;https://www.festivaldelavoixchateauroux.fr/;regis.gattin@gmail.com;2010 et après;2014;Musique;Avant-saison (1er janvier - 20 juin);46.8029617828, 1.69399812001
Perles de BD;Nouvelle-Aquitaine;Gironde;Le Teich;33527;www.leteich.fr;bibliotheque@leteich.fr;2010 et après;2014;Livre, littérature;Après-saison (6 septembre - 31 décembre);44.5781043558, -1.02426702104
Le grand bain;Hauts-de-France;Nord;Roubaix;59512;www.gymnase-cdcn.com;rp.prog@gymnase-cdcn.com;2010 et après;2014;Spectacle vivant;Avant-saison (1er janvier - 20 juin);50.6879774811, 3.18258434623
Pink paradize festival;Occitanie;Haute-Garonne;Toulouse;31555;https://pinkparadizefestival.com/;festivalpinkparadize@gmail.com;2010 et après;2014;Musique;Après-saison (6 septembre - 31 décembre);43.5963814303, 1.43167293364
Festi'Potes;Grand Est;Bas-Rhin;Andlau;67010;Festi'Potes | Facebook;laurent.wine@orange.fr;2010 et après;2014;Musique;Avant-saison (1er janvier - 20 juin);48.3907003871, 7.38488102933
